StableID,Faction,Class,Name,Dimensions_Cm,Footprint,Pivot,Subparts,Sockets,Collision,ExportStatus,FilePath
CO_Refinery,Coalition,Building,Ore Synthesizer Plant,800x800x440,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_Refinery_Blockout.fbx
CO_Barracks,Coalition,Building,Preparation Training Hall,600x600x400,3x3,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_Barracks_Blockout.fbx
CO_WarFactory,Coalition,Building,Walker Assembly Factory,800x800x520,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_WarFactory_Blockout.fbx
CO_Airfield,Coalition,Building,Aerial Pagoda Airbase,800x800x460,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_Airfield_Blockout.fbx
CO_NavalYard,Coalition,Building,Tidal Dock,1000x1000x500,5x5,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_NavalYard_Blockout.fbx
CO_Radar,Coalition,Building,Coordination Pagoda Tower,400x400x720,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_Radar_Blockout.fbx
CO_TechCenter,Coalition,Building,Research Citadel,600x600x560,3x3,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_TechCenter_Blockout.fbx
CO_GunTurret,Coalition,Building,Igla Needle Auto-Turret,400x400x310,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_GunTurret_Blockout.fbx
CO_AATurret,Coalition,Building,Sky Spear AA Tower,400x400x370,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_AATurret_Blockout.fbx
CO_RailTower,Coalition,Building,Sky Judgement Rail Battery,400x400x580,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_RailTower_Blockout.fbx
CO_ShieldHub,Coalition,Building,Harmonic Shield Node,400x400x330,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_ShieldHub_Blockout.fbx
CO_SuperweaponMatrix,Coalition,Building,Ten Thousand Shields Matrix,1000x1000x860,5x5,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_SuperweaponMatrix_Blockout.fbx
CO_SuperweaponSeismic,Coalition,Building,Seismic Resonator Tower,1000x1000x940,5x5,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_SuperweaponSeismic_Blockout.fbx
CO_QianweiRifleman,Coalition,Infantry,Qianwei Rifleman Type 21,60x60x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_QianweiRifleman_Blockout.fbx
CO_VajraLancer,Coalition,Infantry,Vajra AT Lancer Team AT-8,65x65x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_VajraLancer_Blockout.fbx
CO_JieTechnician,Coalition,Infantry,Jie Network Technician Type 06,60x60x175,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_JieTechnician_Blockout.fbx
CO_ShengongMarksman,Coalition,Infantry,Shengong Phase Marksman QBS-19,60x60x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_ShengongMarksman_Blockout.fbx
CO_SanjivaniMedic,Coalition,Infantry,Sanjivani Nanite Medic NM-7,60x60x175,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_SanjivaniMedic_Blockout.fbx
CO_RakshaGuard,Coalition,Infantry,Raksha Honor Guard HG-33,70x70x190,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_RakshaGuard_Blockout.fbx
CO_YuanCollector,Coalition,Harvester,Yuan Mining Platform GRP-12,590x350x275,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_YuanCollector_Blockout.fbx
CO_KamakiriWalker,Coalition,LightVehicle,Kamakiri Scout Walker Type 17,350x230x260,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_KamakiriWalker_Blockout.fbx
CO_QinglongMBT,Coalition,MBT,Qinglong Main Battle Tank ZTZ-61,550x330x215,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_QinglongMBT_Blockout.fbx
CO_MonsoonArtillery,Coalition,Artillery,Monsoon Artillery PHL-29,600x320x245,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_MonsoonArtillery_Blockout.fbx
CO_SeimonShieldCarrier,Coalition,SpecialVehicle,Seimon Shield Carrier Type 42,570x340x235,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_SeimonShieldCarrier_Blockout.fbx
CO_AiravataWalker,Coalition,HeavyTank,Airavata Assault Walker MBT-X,680x480x420,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_AiravataWalker_Blockout.fbx
CO_TianmenFortress,Coalition,HeavyTank,Tianmen Mobile Fortress ZTD-90,850x550x450,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_TianmenFortress_Blockout.fbx
CO_KawasemiDrone,Coalition,Aircraft,Kawasemi Recon Drone UAV-12,200x200x80,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_KawasemiDrone_Blockout.fbx
CO_LeiheGunship,Coalition,Aircraft,Leihe Assault Helicopter Z-28,690x530x245,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_LeiheGunship_Blockout.fbx
CO_AgnipakshaBomber,Coalition,Aircraft,Agnipaksha Heavy Bomber H-26,920x760x230,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_AgnipakshaBomber_Blockout.fbx
CO_KazekiriCorvette,Coalition,Naval,Kazekiri Corvette Type 32,980x330x270,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_KazekiriCorvette_Blockout.fbx
CO_XuanwuCruiser,Coalition,Naval,Xuanwu Railgun Cruiser Type 81,1750x480x440,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_XuanwuCruiser_Blockout.fbx
CO_SamudraCarrier,Coalition,Naval,Samudra Submarine Aircraft Carrier SSGN-18,2100x520x480,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_SamudraCarrier_Blockout.fbx
CO_Hero_Mei,Coalition,Infantry,Commander Mei Jian Hero,65x65x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Coalition/SM_Coalition_CO_Hero_Mei_Blockout.fbx
CH_MCV_MobileArk,Chronolegion,Building,Mobile Chrono Ark,800x700x500,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_MCV_MobileArk_Blockout.fbx
CH_ConYard,Chronolegion,Building,Causality Hub Center,800x800x600,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_ConYard_Blockout.fbx
CH_PowerPlant,Chronolegion,Building,Delayed Decay Reactor,600x600x490,3x3,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_PowerPlant_Blockout.fbx
CH_Refinery,Chronolegion,Building,Quantum Refinery Processor,800x800x450,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_Refinery_Blockout.fbx
CH_Barracks,Chronolegion,Building,Echo Training Barracks,600x600x400,3x3,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_Barracks_Blockout.fbx
CH_WarFactory,Chronolegion,Building,Continuum Factory,800x800x500,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_WarFactory_Blockout.fbx
CH_Airfield,Chronolegion,Building,Rift Airbase Structure,800x800x450,4x4,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_Airfield_Blockout.fbx
CH_NavalYard,Chronolegion,Building,Temporal Tide Dock,1000x1000x500,5x5,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_NavalYard_Blockout.fbx
CH_Radar,Chronolegion,Building,Probability Observer Tower,400x400x700,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_Radar_Blockout.fbx
CH_TechCenter,Chronolegion,Building,Future Archive Science Lab,600x600x550,3x3,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_TechCenter_Blockout.fbx
CH_EchoTurret,Chronolegion,Building,Echo Auto-Turret,400x400x310,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_EchoTurret_Blockout.fbx
CH_AATurret,Chronolegion,Building,AA Rift Disruption Tower,400x400x360,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_AATurret_Blockout.fbx
CH_StasisProjectorBuilding,Chronolegion,Building,Stasis Field Projector STS-5,400x400x420,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_StasisProjectorBuilding_Blockout.fbx
CH_CausalityAnchor,Chronolegion,Building,Causality Anchor Spire,400x400x500,2x2,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_CausalityAnchor_Blockout.fbx
CH_SuperweaponRewind,Chronolegion,Building,Countdown Matrix Facility,1000x1000x870,5x5,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_SuperweaponRewind_Blockout.fbx
CH_SuperweaponSingularity,Chronolegion,Building,Singularity Collapser Spire,1000x1000x960,5x5,"BottomCenter (0,0,0)","MainBuilding, RoofStructure, EntranceGate, Spire","SOCKET_Entrance, SOCKET_Spawn, SOCKET_VFX",Simple Box & Complex Mesh,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_SuperweaponSingularity_Blockout.fbx
CH_ResonanceRifleman,Chronolegion,Infantry,Resonance Rifleman ECHO-7,60x60x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_ResonanceRifleman_Blockout.fbx
CH_PunctureLancer,Chronolegion,Infantry,Puncture Lancer PHASE-L9,65x65x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_PunctureLancer_Blockout.fbx
CH_CausalityEngineer,Chronolegion,Infantry,Causality Engineer CSE-2,60x60x175,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_CausalityEngineer_Blockout.fbx
CH_ReversalMedic,Chronolegion,Infantry,Reversal Medic RWD-3,60x60x175,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_ReversalMedic_Blockout.fbx
CH_AporiaSniper,Chronolegion,Infantry,Aporia Paradox Sniper PDX-12,60x60x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_AporiaSniper_Blockout.fbx
CH_CensorOperative,Chronolegion,Infantry,Censor Null Operative NULL-12,65x65x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_CensorOperative_Blockout.fbx
CH_ProbabilistHarvester,Chronolegion,Harvester,Probabilist Quantum Mining Vehicle QH-4,570x340x260,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_ProbabilistHarvester_Blockout.fbx
CH_ParallaxScout,Chronolegion,LightVehicle,Parallax Scout Vehicle BLK-8,370x220x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_ParallaxScout_Blockout.fbx
CH_TimelineTank,Chronolegion,MBT,Timeline Tank CT-21,540x320x210,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_TimelineTank_Blockout.fbx
CH_DeltaDelayArtillery,Chronolegion,Artillery,Delta Delay Artillery LAG-16,580x310x240,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_DeltaDelayArtillery_Blockout.fbx
CH_PauseProjector,Chronolegion,SpecialVehicle,Stasis Pause Projector Vehicle STS-5,550x320x220,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_PauseProjector_Blockout.fbx
CH_EraEngine,Chronolegion,HeavyTank,Era Engine Heavy Temporal Tank EPC-0,720x450x340,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_EraEngine_Blockout.fbx
CH_GapInterceptor,Chronolegion,Aircraft,Gap Rift Interceptor RFT-31,630x470x170,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_GapInterceptor_Blockout.fbx
CH_TrailGunship,Chronolegion,Aircraft,Trail Afterimage Gunship AFG-6,670x510x235,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_TrailGunship_Blockout.fbx
CH_CriticalPointBomber,Chronolegion,Aircraft,Critical Point Bomber CRV-9,880x720x210,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_CriticalPointBomber_Blockout.fbx
CH_IsobathFrigate,Chronolegion,Naval,Isobath Tidemark Frigate TMK-9,1100x380x310,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_IsobathFrigate_Blockout.fbx
CH_BathysSubmarine,Chronolegion,Naval,Bathys Abyss Submarine ABY-14,1350x340x300,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_BathysSubmarine_Blockout.fbx
CH_AttractorArk,Chronolegion,Naval,Attractor Singularity Ark SGA-1,1900x580x490,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_AttractorArk_Blockout.fbx
CH_Hero_Voss,Chronolegion,Infantry,Archivist Selena Voss Hero,65x65x180,1x1,"BottomCenter (0,0,0)","Chassis, Turret, GunBarrel, Tracks, Cockpit","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine",Capsule / Convex Hull,SUCCESS,Content/RA4/Art/Blockout/Chronolegion/SM_Chronolegion_CH_Hero_Voss_Blockout.fbx
