StableID,Faction,Bloc,Class,Name,Dimensions_Cm,Footprint,Pivot,Subparts,Sockets,Collision,ExportStatus,FilePath,ConceptPromptRef,ModelPromptRef,IconPath
US_LancerTeam,США,AtlanticAlliance,Infantry,Ракетный расчёт FGM-31 «Lancer»,65x65x180,1x1,"BottomCenter (0,0,0)","Trooper1, Trooper2, GuidedLauncher, LaserDesignator","SOCKET_Muzzle, SOCKET_VFX_Muzzle, SOCKET_VFX_Laser",Capsule / Convex Hull,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_LancerTeam.fbx,02_Units_2D_concepts#25,03_Units_3D_models,Icons/Alliance/US_LancerTeam.png
US_FrostlineSpecialist,США,AtlanticAlliance,Infantry,Специалист C-7 «Frostline»,70x70x190,1x1,"BottomCenter (0,0,0)","Torso, Head, Arms, Legs, CryoAerosolBackpack, FrostNozzle, ColdBlueVentGlow, HeavySuit","SOCKET_Muzzle, SOCKET_VFX_Cryo, SOCKET_VFX_Vent",Capsule / Convex Hull,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_FrostlineSpecialist.fbx,02_Units_2D_concepts#26,03_Units_3D_models,Icons/Alliance/US_FrostlineSpecialist.png
US_PioneerHarvester,США,AtlanticAlliance,Vehicle,Добывающая платформа M88 «Pioneer»,600x300x300,2x2,"BottomCenter (0,0,0)","Chassis, 6xWheels, OreBin, OutpostDeployMode","SOCKET_VFX_Engine, SOCKET_VFX_Deploy",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_PioneerHarvester.fbx,02_Units_2D_concepts#27,03_Units_3D_models,Icons/Alliance/US_PioneerHarvester.png
US_OracleArtillery,США,AtlanticAlliance,Vehicle,Рельсовая САУ XM190 «Oracle»,700x350x350,3x3,"BottomCenter (0,0,0)","Chassis, Wheels, LongRailBarrel, PrecisionTargetingMast, BlueCapacitors","SOCKET_Muzzle, SOCKET_VFX_Rail, SOCKET_VFX_Engine, SOCKET_VFX_Target",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_OracleArtillery.fbx,02_Units_2D_concepts#28,03_Units_3D_models,Icons/Alliance/US_OracleArtillery.png
US_ShrikeInterceptor,США,AtlanticAlliance,Aircraft,Истребитель F/A-48 «Shrike»,1500x1000x400,3x3,"BottomCenter (0,0,0)","Fuselage, Wings, Engines, AAMLoad, BlueAfterburner, USStars","SOCKET_Muzzle, SOCKET_VFX_Afterburner, SOCKET_VFX_Muzzle",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_ShrikeInterceptor.fbx,02_Units_2D_concepts#29,03_Units_3D_models,Icons/Alliance/US_ShrikeInterceptor.png
US_VectorVTOL,США,AtlanticAlliance,Aircraft,VTOL AV-27 «Vector»,1200x1000x500,3x3,"BottomCenter (0,0,0)","Fuselage, TiltRotors, GuidedMissiles, HoveringPose","SOCKET_Muzzle, SOCKET_VFX_Rotor, SOCKET_VFX_Engine, SOCKET_VFX_Muzzle",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_VectorVTOL.fbx,02_Units_2D_concepts#30,03_Units_3D_models,Icons/Alliance/US_VectorVTOL.png
US_NightveilBomber,США,AtlanticAlliance,Aircraft,Стелс-бомбардировщик B-39 «Nightveil»,2000x1500x500,4x4,"BottomCenter (0,0,0)","FlyingWing, DarkRadarAbsorbentSkin, BombBay, LowObservableGeometry","SOCKET_VFX_Engine, SOCKET_VFX_BombBay",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_NightveilBomber.fbx,02_Units_2D_concepts#31,03_Units_3D_models,Icons/Alliance/US_NightveilBomber.png
US_HorizonCarrier,США,AtlanticAlliance,Naval,Авианосец CVX-90 «Horizon»,2500x600x500,5x5,"BottomCenter (0,0,0)","Hull, FlightDeck, DroneLaunchSwarm, USNavyMarkings, SupercarrierSilhouette","SOCKET_VFX_Drone1, SOCKET_VFX_Drone2, SOCKET_VFX_Drone3, SOCKET_VFX_Wake, SOCKET_VFX_Catapult",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_US_HorizonCarrier.fbx,02_Units_2D_concepts#32,03_Units_3D_models,Icons/Alliance/US_HorizonCarrier.png
GB_LongwatchSniper,Великобритания,AtlanticAlliance,Infantry,Снайпер R-9 «Longwatch»,60x60x180,1x1,"BottomCenter (0,0,0)","Torso, Head, Arms, Legs, Ghillie, HighPrecisionRifle, ScopeGlint, SpotterGear, UKFlagPatch","SOCKET_Muzzle, SOCKET_VFX_Muzzle, SOCKET_VFX_Scope",Capsule / Convex Hull,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_GB_LongwatchSniper.fbx,02_Units_2D_concepts#33,03_Units_3D_models,Icons/Alliance/GB_LongwatchSniper.png
GB_RefractionTank,Великобритания,AtlanticAlliance,Vehicle,Маскировочный танк XM27 «Refraction»,700x350x300,3x3,"BottomCenter (0,0,0)","Chassis, Tracks, ThermalBeamTurret, AdaptiveCamoSkin, HalfVisibleShimmer, LowHull","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Beam, SOCKET_VFX_Camo",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_GB_RefractionTank.fbx,02_Units_2D_concepts#34,03_Units_3D_models,Icons/Alliance/GB_RefractionTank.png
GB_ResoluteDestroyer,Великобритания,AtlanticAlliance,Naval,Эсминец DDG-31 «Resolute»,1500x300x400,4x4,"BottomCenter (0,0,0)","Hull, VLS, SonarDome, NavalGrey, RNMarkings, RapidFireGun","SOCKET_Muzzle, SOCKET_VFX_Launch, SOCKET_VFX_Sonar, SOCKET_VFX_Wake",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_GB_ResoluteDestroyer.fbx,02_Units_2D_concepts#35,03_Units_3D_models,Icons/Alliance/GB_ResoluteDestroyer.png
GB_Hero_Hart,Великобритания,AtlanticAlliance,Hero,Агент Эвелин Харт,60x60x180,1x1,"BottomCenter (0,0,0)","Torso, Head, Arms, Legs, SniperRifle, DroneSwarm, CloakShimmer, LightArmor, UKMarkings","SOCKET_Muzzle, SOCKET_VFX_Cloak, SOCKET_VFX_Drone",Capsule / Convex Hull,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_GB_Hero_Hart.fbx,02_Units_2D_concepts#36,03_Units_3D_models,Icons/Alliance/GB_Hero_Hart.png
FR_KestrelScout,Франция,AtlanticAlliance,Vehicle,Разведмашина LAV-41 «Kestrel»,500x300x250,2x2,"BottomCenter (0,0,0)","Chassis, 8xWheels, Autocannon, ActiveScanRadarMast, FastSleek, FrenchTricolorAccent","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine, SOCKET_VFX_Radar",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_FR_KestrelScout.fbx,02_Units_2D_concepts#37,03_Units_3D_models,Icons/Alliance/FR_KestrelScout.png
DE_BulwarkMBT,Германия,AtlanticAlliance,Vehicle,Основной танк M14 «Bulwark»,800x380x300,3x3,"BottomCenter (0,0,0)","Chassis, Tracks, Turret, 120mmCompositeGun, TargetDesignatorOptic, BundeswehrGreyRed","SOCKET_Muzzle, SOCKET_Turret, SOCKET_VFX_Engine, SOCKET_VFX_Target",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_DE_BulwarkMBT.fbx,02_Units_2D_concepts#38,03_Units_3D_models,Icons/Alliance/DE_BulwarkMBT.png
DE_CitadelTank,Германия,AtlanticAlliance,Vehicle,Тяжёлый танк M70 «Citadel»,1000x450x400,4x4,"BottomCenter (0,0,0)","Chassis, Tracks, ThickSlopedArmor, TwinUpgradeTurret, SiegeStabilizers, EMGun, APS, GermanMarkings","SOCKET_Muzzle1, SOCKET_Muzzle2, SOCKET_Turret1, SOCKET_Turret2, SOCKET_VFX_Engine, SOCKET_VFX_APS",Simple Box & Complex Mesh,PENDING,Content/RA4/Art/Alliance/Units/SM_Alliance_DE_CitadelTank.fbx,02_Units_2D_concepts#39,03_Units_3D_models,Icons/Alliance/DE_CitadelTank.png
