AssetId,Faction,VoiceId,EventTag,CandidateId,OutputFile,DurationSeconds,SampleRate,BitDepth,LUFS,PeakDb,Status,QC_Notes
VO_Alliance_EVA_ChronoRiftDetected,Alliance,,ChronoRiftDetected,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_ChronoRiftDetected.wav,4.138,48000,24,-18.27,-1.92,PASS,
VO_EVA_AL_CONSTRUCTION_COMPLETE_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_COMPLETE_03.wav,2.929,48000,24,-18.01,-2.09,PASS,
VO_EVA_AL_CONSTRUCTION_COMPLETE_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_COMPLETE_02.wav,1.891,48000,24,-18.0,-2.19,PASS,
VO_EVA_AL_FACTION_ABILITY_ACTIVATED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_ABILITY_ACTIVATED_02.wav,2.03,48000,24,-18.01,-1.93,PASS,
VO_EVA_AL_FACTION_ABILITY_READY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_ABILITY_READY_02.wav,2.526,48000,24,-18.0,-1.1,PASS,
VO_Alliance_EVA_GameStart,Alliance,,GameStart,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_GameStart.wav,4.451,48000,24,-18.56,-1.92,PASS,
VO_EVA_AL_NAVAL_UNIT_READY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_NAVAL_UNIT_READY_02.wav,2.704,48000,24,-18.0,-3.66,PASS,
VO_EVA_AL_INFANTRY_READY_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INFANTRY_READY_04.wav,2.882,48000,24,-18.03,-1.97,PASS,
VO_EVA_AL_CONSTRUCTION_COMPLETE_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_COMPLETE_01.wav,2.371,48000,24,-18.02,-2.2,PASS,
VO_Alliance_EVA_SuperweaponReady,Alliance,,SuperweaponReady,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_SuperweaponReady.wav,3.764,48000,24,-18.5,-1.92,PASS,
VO_EVA_AL_NAVAL_UNIT_READY_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_NAVAL_UNIT_READY_03.wav,2.67,48000,24,-18.0,-3.01,PASS,
VO_EVA_AL_FACTION_ABILITY_READY_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_ABILITY_READY_03.wav,2.829,48000,24,-18.02,-1.92,PASS,
VO_EVA_AL_FACTION_ABILITY_ACTIVATED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_ABILITY_ACTIVATED_01.wav,2.579,48000,24,-18.03,-1.92,PASS,
VO_EVA_AL_RESOURCES_DEPLETED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_RESOURCES_DEPLETED_02.wav,3.436,48000,24,-18.0,-1.19,PASS,
VO_EVA_AL_ALLIED_BASE_UNDER_ATTACK_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_ALLIED_BASE_UNDER_ATTACK_02.wav,2.505,48000,24,-18.0,-1.71,PASS,
VO_EVA_AL_SUPERWEAPON_COUNTDOWN_STARTED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_SUPERWEAPON_COUNTDOWN_STARTED_02.wav,2.907,48000,24,-18.0,-1.4,PASS,
VO_EVA_AL_SUPERWEAPON_COUNTDOWN_STARTED_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_SUPERWEAPON_COUNTDOWN_STARTED_03.wav,3.322,48000,24,-18.0,-1.96,PASS,
VO_EVA_AL_ALLIED_BASE_UNDER_ATTACK_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_ALLIED_BASE_UNDER_ATTACK_03.wav,3.023,48000,24,-18.0,-2.73,PASS,
VO_EVA_AL_RESOURCES_DEPLETED_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_RESOURCES_DEPLETED_03.wav,3.354,48000,24,-18.01,-2.04,PASS,
VO_EVA_AL_RESOURCES_DEPLETED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_RESOURCES_DEPLETED_01.wav,2.63,48000,24,-18.0,-2.13,PASS,
VO_EVA_AL_ALLIED_BASE_UNDER_ATTACK_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_ALLIED_BASE_UNDER_ATTACK_01.wav,3.075,48000,24,-18.0,-2.13,PASS,
VO_EVA_AL_SUPERWEAPON_COUNTDOWN_STARTED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_SUPERWEAPON_COUNTDOWN_STARTED_01.wav,3.173,48000,24,-18.0,-1.93,PASS,
VO_EVA_AL_CONSTRUCTION_CANCELLED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_CANCELLED_02.wav,1.959,48000,24,-18.0,-2.12,PASS,
VO_EVA_AL_STRUCTURE_SOLD_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STRUCTURE_SOLD_01.wav,1.94,48000,24,-18.0,-4.65,PASS,
VO_EVA_AL_MATCH_DEFEAT_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MATCH_DEFEAT_01.wav,4.391,48000,24,-18.02,-1.92,PASS,
VO_Alliance_EVA_UnitReady,Alliance,,UnitReady,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_UnitReady.wav,3.801,48000,24,-18.54,-1.92,PASS,
VO_EVA_AL_CONSTRUCTION_CANCELLED_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_CANCELLED_03.wav,2.226,48000,24,-18.0,-1.18,PASS,
VO_EVA_AL_CONSTRUCTION_CANCELLED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_CONSTRUCTION_CANCELLED_01.wav,2.165,48000,24,-18.0,-1.61,PASS,
VO_EVA_AL_STRUCTURE_SOLD_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STRUCTURE_SOLD_02.wav,3.726,48000,24,-18.08,-1.93,PASS,
VO_EVA_AL_MATCH_DEFEAT_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MATCH_DEFEAT_02.wav,4.949,48000,24,-18.04,-1.92,PASS,
VO_EVA_AL_STRUCTURE_SOLD_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STRUCTURE_SOLD_03.wav,2.136,48000,24,-18.0,-2.55,PASS,
VO_EVA_AL_STEALTH_UNIT_DETECTED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STEALTH_UNIT_DETECTED_02.wav,2.833,48000,24,-18.0,-2.05,PASS,
VO_EVA_AL_INSUFFICIENT_FUNDS_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INSUFFICIENT_FUNDS_02.wav,2.723,48000,24,-18.0,-2.35,PASS,
VO_EVA_AL_BUILDING_UNDER_ATTACK_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BUILDING_UNDER_ATTACK_03.wav,2.501,48000,24,-18.0,-1.43,PASS,
VO_EVA_AL_BUILDING_UNDER_ATTACK_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BUILDING_UNDER_ATTACK_02.wav,2.726,48000,24,-18.0,-1.91,PASS,
VO_EVA_AL_INSUFFICIENT_FUNDS_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INSUFFICIENT_FUNDS_03.wav,3.04,48000,24,-18.0,-2.67,PASS,
VO_Alliance_EVA_BaseUnderAttack,Alliance,,BaseUnderAttack,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_BaseUnderAttack.wav,4.157,48000,24,-18.51,-1.92,PASS,
VO_EVA_AL_STEALTH_UNIT_DETECTED_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STEALTH_UNIT_DETECTED_03.wav,2.533,48000,24,-18.05,-1.93,PASS,
VO_EVA_AL_STEALTH_UNIT_DETECTED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STEALTH_UNIT_DETECTED_01.wav,3.051,48000,24,-18.0,-1.97,PASS,
VO_EVA_AL_INSUFFICIENT_FUNDS_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INSUFFICIENT_FUNDS_01.wav,2.607,48000,24,-18.0,-2.5,PASS,
VO_EVA_AL_BUILDING_UNDER_ATTACK_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BUILDING_UNDER_ATTACK_01.wav,2.815,48000,24,-18.02,-1.95,PASS,
VO_EVA_AL_STEALTH_UNIT_DETECTED_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_STEALTH_UNIT_DETECTED_04.wav,3.023,48000,24,-18.0,-3.72,PASS,
VO_EVA_AL_INSUFFICIENT_FUNDS_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_INSUFFICIENT_FUNDS_04.wav,2.632,48000,24,-18.0,-1.23,PASS,
VO_EVA_AL_UPGRADE_COMPLETE_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UPGRADE_COMPLETE_01.wav,2.566,48000,24,-18.0,-2.43,PASS,
VO_Alliance_EVA_BuildingConstructionComplete,Alliance,,BuildingConstructionComplete,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_BuildingConstructionComplete.wav,4.313,48000,24,-18.64,-1.92,PASS,
VO_EVA_AL_UPGRADE_COMPLETE_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UPGRADE_COMPLETE_03.wav,4.159,48000,24,-18.03,-1.92,PASS,
VO_EVA_AL_UPGRADE_COMPLETE_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UPGRADE_COMPLETE_02.wav,3.204,48000,24,-18.0,-3.89,PASS,
VO_EVA_AL_RADAR_OFFLINE_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_RADAR_OFFLINE_03.wav,3.501,48000,24,-18.0,-2.17,PASS,
VO_Alliance_EVA_ResourcesLow,Alliance,,ResourcesLow,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_ResourcesLow.wav,5.031,48000,24,-18.66,-1.92,PASS,
VO_EVA_AL_BASE_UNDER_ATTACK_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BASE_UNDER_ATTACK_01.wav,3.223,48000,24,-18.01,-1.96,PASS,
VO_EVA_AL_HARVESTER_UNDER_ATTACK_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_HARVESTER_UNDER_ATTACK_01.wav,3.741,48000,24,-18.0,-2.94,PASS,
VO_EVA_AL_COMMAND_CAP_REACHED_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_COMMAND_CAP_REACHED_04.wav,4.204,48000,24,-18.05,-1.92,PASS,
VO_EVA_AL_VEHICLE_READY_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_VEHICLE_READY_04.wav,3.49,48000,24,-18.01,-2.01,PASS,
VO_EVA_AL_UNIT_READY_GENERIC_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UNIT_READY_GENERIC_04.wav,2.456,48000,24,-18.0,-2.64,PASS,
VO_EVA_AL_AIRCRAFT_READY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_AIRCRAFT_READY_01.wav,2.256,48000,24,-18.0,-2.83,PASS,
VO_EVA_AL_RADAR_OFFLINE_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_RADAR_OFFLINE_02.wav,2.341,48000,24,-18.04,-1.92,PASS,
VO_EVA_AL_AIRCRAFT_READY_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_AIRCRAFT_READY_03.wav,3.129,48000,24,-18.0,-1.04,PASS,
VO_Alliance_EVA_PlayerDefeat,Alliance,,PlayerDefeat,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_PlayerDefeat.wav,3.669,48000,24,-18.66,-1.92,PASS,
VO_EVA_AL_BASE_UNDER_ATTACK_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BASE_UNDER_ATTACK_02.wav,2.773,48000,24,-18.0,-1.56,PASS,
VO_EVA_AL_HARVESTER_UNDER_ATTACK_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_HARVESTER_UNDER_ATTACK_02.wav,2.475,48000,24,-18.0,-1.14,PASS,
VO_EVA_AL_HARVESTER_UNDER_ATTACK_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_HARVESTER_UNDER_ATTACK_03.wav,2.579,48000,24,-18.0,-1.55,PASS,
VO_EVA_AL_BASE_UNDER_ATTACK_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BASE_UNDER_ATTACK_03.wav,3.234,48000,24,-18.0,-3.21,PASS,
VO_EVA_AL_POWER_LOW_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_POWER_LOW_04.wav,4.823,48000,24,-18.01,-1.95,PASS,
VO_EVA_AL_AIRCRAFT_READY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_AIRCRAFT_READY_02.wav,2.723,48000,24,-18.01,-2.01,PASS,
VO_EVA_AL_RADAR_OFFLINE_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_RADAR_OFFLINE_01.wav,4.796,48000,24,-18.01,-1.92,PASS,
VO_EVA_AL_ENEMY_SUPERWEAPON_FIRED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_ENEMY_SUPERWEAPON_FIRED_01.wav,5.109,48000,24,-18.02,-1.89,PASS,
VO_EVA_AL_COMMAND_CENTER_DESTROYED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_COMMAND_CENTER_DESTROYED_02.wav,2.76,48000,24,-18.0,-2.25,PASS,
VO_EVA_AL_UNIT_READY_GENERIC_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UNIT_READY_GENERIC_03.wav,2.832,48000,24,-18.0,-1.88,PASS,
VO_EVA_AL_COMMAND_CAP_REACHED_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_COMMAND_CAP_REACHED_03.wav,2.938,48000,24,-18.0,-2.39,PASS,
VO_EVA_AL_VEHICLE_READY_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_VEHICLE_READY_03.wav,2.472,48000,24,-18.0,-2.65,PASS,
VO_EVA_AL_MOBILE_COMMAND_UNIT_DESTROYED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MOBILE_COMMAND_UNIT_DESTROYED_02.wav,5.116,48000,24,-18.01,-1.97,PASS,
VO_EVA_AL_VEHICLE_READY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_VEHICLE_READY_02.wav,2.285,48000,24,-18.02,-1.93,PASS,
VO_EVA_AL_COMMAND_CAP_REACHED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_COMMAND_CAP_REACHED_02.wav,4.377,48000,24,-18.04,-1.92,PASS,
VO_EVA_AL_FACTION_RESOURCE_MAX_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_RESOURCE_MAX_01.wav,2.352,48000,24,-18.0,-1.58,PASS,
VO_EVA_AL_UNIT_READY_GENERIC_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UNIT_READY_GENERIC_02.wav,2.334,48000,24,-18.0,-3.62,PASS,
VO_EVA_AL_MATCH_START_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MATCH_START_01.wav,4.538,48000,24,-18.03,-1.93,PASS,
VO_EVA_AL_POWER_LOW_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_POWER_LOW_01.wav,3.271,48000,24,-18.0,-3.18,PASS,
VO_EVA_AL_SUPERWEAPON_READY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_SUPERWEAPON_READY_01.wav,2.925,48000,24,-18.0,-2.03,PASS,
VO_EVA_AL_MATCH_VICTORY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MATCH_VICTORY_01.wav,4.874,48000,24,-18.04,-1.94,PASS,
VO_EVA_AL_SUPERWEAPON_READY_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_SUPERWEAPON_READY_03.wav,2.878,48000,24,-18.02,-1.96,PASS,
VO_EVA_AL_ENEMY_SUPERWEAPON_FIRED_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_ENEMY_SUPERWEAPON_FIRED_02.wav,5.126,48000,24,-18.01,-1.94,PASS,
VO_EVA_AL_COMMAND_CENTER_DESTROYED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_COMMAND_CENTER_DESTROYED_01.wav,5.153,48000,24,-18.01,-1.92,PASS,
VO_EVA_AL_POWER_LOW_03,Alliance,,03,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_POWER_LOW_03.wav,5.099,48000,24,-18.01,-1.94,PASS,
VO_EVA_AL_BASE_UNDER_ATTACK_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_BASE_UNDER_ATTACK_04.wav,2.437,48000,24,-18.0,-1.14,PASS,
VO_EVA_AL_HARVESTER_UNDER_ATTACK_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_HARVESTER_UNDER_ATTACK_04.wav,3.023,48000,24,-18.0,-3.23,PASS,
VO_Alliance_EVA_PlayerVictory,Alliance,,PlayerVictory,,Content/RA4/Audio/EVA/Processed/Alliance/VO_Alliance_EVA_PlayerVictory.wav,4.119,48000,24,-18.55,-1.92,PASS,
VO_EVA_AL_MOBILE_COMMAND_UNIT_DESTROYED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MOBILE_COMMAND_UNIT_DESTROYED_01.wav,2.15,48000,24,-18.0,-4.07,PASS,
VO_EVA_AL_VEHICLE_READY_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_VEHICLE_READY_01.wav,2.934,48000,24,-18.01,-1.93,PASS,
VO_EVA_AL_FACTION_RESOURCE_MAX_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_FACTION_RESOURCE_MAX_02.wav,5.545,48000,24,-18.02,-1.92,PASS,
VO_EVA_AL_COMMAND_CAP_REACHED_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_COMMAND_CAP_REACHED_01.wav,3.675,48000,24,-18.01,-2.16,PASS,
VO_EVA_AL_UNIT_READY_GENERIC_01,Alliance,,01,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_UNIT_READY_GENERIC_01.wav,2.241,48000,24,-18.0,-1.87,PASS,
VO_EVA_AL_POWER_LOW_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_POWER_LOW_02.wav,3.081,48000,24,-18.0,-1.61,PASS,
VO_EVA_AL_AIRCRAFT_READY_04,Alliance,,04,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_AIRCRAFT_READY_04.wav,2.738,48000,24,-18.01,-1.93,PASS,
VO_EVA_AL_MATCH_START_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MATCH_START_02.wav,4.834,48000,24,-18.05,-1.93,PASS,
VO_EVA_AL_SUPERWEAPON_READY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_SUPERWEAPON_READY_02.wav,2.78,48000,24,-18.0,-2.55,PASS,
VO_EVA_AL_MATCH_VICTORY_02,Alliance,,02,,Content/RA4/Audio/EVA/Processed/Alliance/VO_EVA_AL_MATCH_VICTORY_02.wav,4.831,48000,24,-18.03,-1.93,PASS,
VO_Coalition_EVA_ChronoRiftDetected,Coalition,,ChronoRiftDetected,,Content/RA4/Audio/EVA/Processed/Coalition/VO_Coalition_EVA_ChronoRiftDetected.wav,4.451,48000,24,-18.35,-1.92,PASS,
VO_EVA_CO_SUPERWEAPON_READY_03,Coalition,,03,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_SUPERWEAPON_READY_03.wav,2.878,48000,24,-18.02,-1.97,PASS,
VO_EVA_CO_STEALTH_UNIT_DETECTED_03,Coalition,,03,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_STEALTH_UNIT_DETECTED_03.wav,2.603,48000,24,-18.0,-4.22,PASS,
VO_Coalition_EVA_PlayerVictory,Coalition,,PlayerVictory,,Content/RA4/Audio/EVA/Processed/Coalition/VO_Coalition_EVA_PlayerVictory.wav,4.363,48000,24,-18.38,-1.92,PASS,
VO_EVA_CO_CONSTRUCTION_CANCELLED_01,Coalition,,01,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_CONSTRUCTION_CANCELLED_01.wav,2.085,48000,24,-18.0,-2.1,PASS,
VO_EVA_CO_BASE_UNDER_ATTACK_04,Coalition,,04,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_BASE_UNDER_ATTACK_04.wav,3.071,48000,24,-18.0,-2.96,PASS,
VO_EVA_CO_BUILDING_UNDER_ATTACK_02,Coalition,,02,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_BUILDING_UNDER_ATTACK_02.wav,1.943,48000,24,-18.0,-4.87,PASS,
VO_EVA_CO_UPGRADE_COMPLETE_01,Coalition,,01,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_UPGRADE_COMPLETE_01.wav,2.546,48000,24,-18.0,-3.77,PASS,
VO_EVA_CO_AIRCRAFT_READY_04,Coalition,,04,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_AIRCRAFT_READY_04.wav,2.886,48000,24,-18.0,-3.15,PASS,
VO_EVA_CO_BUILDING_UNDER_ATTACK_03,Coalition,,03,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_BUILDING_UNDER_ATTACK_03.wav,2.674,48000,24,-18.0,-1.68,PASS,
VO_Coalition_EVA_BuildingConstructionComplete,Coalition,,BuildingConstructionComplete,,Content/RA4/Audio/EVA/Processed/Coalition/VO_Coalition_EVA_BuildingConstructionComplete.wav,4.313,48000,24,-18.41,-1.92,PASS,
VO_EVA_CO_STEALTH_UNIT_DETECTED_02,Coalition,,02,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_STEALTH_UNIT_DETECTED_02.wav,3.183,48000,24,-18.0,-1.94,PASS,
VO_EVA_CO_SUPERWEAPON_READY_02,Coalition,,02,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_SUPERWEAPON_READY_02.wav,2.473,48000,24,-18.0,-2.95,PASS,
VO_EVA_CO_RADAR_OFFLINE_01,Coalition,,01,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_RADAR_OFFLINE_01.wav,2.62,48000,24,-18.01,-1.93,PASS,
VO_EVA_CO_RADAR_OFFLINE_03,Coalition,,03,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_RADAR_OFFLINE_03.wav,2.429,48000,24,-18.0,-2.82,PASS,
VO_EVA_CO_CONSTRUCTION_CANCELLED_02,Coalition,,02,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_CONSTRUCTION_CANCELLED_02.wav,2.366,48000,24,-18.01,-1.94,PASS,
VO_EVA_CO_BUILDING_UNDER_ATTACK_01,Coalition,,01,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_BUILDING_UNDER_ATTACK_01.wav,2.17,48000,24,-18.02,-1.97,PASS,
VO_Coalition_EVA_BaseUnderAttack,Coalition,,BaseUnderAttack,,Content/RA4/Audio/EVA/Processed/Coalition/VO_Coalition_EVA_BaseUnderAttack.wav,4.769,48000,24,-18.38,-1.92,PASS,
VO_Coalition_EVA_SuperweaponReady,Coalition,,SuperweaponReady,,Content/RA4/Audio/EVA/Processed/Coalition/VO_Coalition_EVA_SuperweaponReady.wav,3.976,48000,24,-18.39,-1.92,PASS,
VO_EVA_CO_UPGRADE_COMPLETE_02,Coalition,,02,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_UPGRADE_COMPLETE_02.wav,2.013,48000,24,-18.0,-1.63,PASS,
VO_EVA_CO_UPGRADE_COMPLETE_03,Coalition,,03,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_UPGRADE_COMPLETE_03.wav,2.207,48000,24,-18.0,-4.29,PASS,
VO_EVA_CO_VEHICLE_READY_04,Coalition,,04,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_VEHICLE_READY_04.wav,2.61,48000,24,-18.0,-4.14,PASS,
VO_EVA_CO_CONSTRUCTION_CANCELLED_03,Coalition,,03,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_CONSTRUCTION_CANCELLED_03.wav,1.534,48000,24,-18.0,-2.98,PASS,
VO_EVA_CO_STEALTH_UNIT_DETECTED_01,Coalition,,01,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_STEALTH_UNIT_DETECTED_01.wav,3.136,48000,24,-18.01,-1.97,PASS,
VO_EVA_CO_SUPERWEAPON_READY_01,Coalition,,01,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_SUPERWEAPON_READY_01.wav,2.828,48000,24,-18.0,-1.63,PASS,
VO_EVA_CO_RADAR_OFFLINE_02,Coalition,,02,,Content/RA4/Audio/EVA/Processed/Coalition/VO_EVA_CO_RADAR_OFFLINE_02.wav,2.117,48000,24,-18.0,-3.6,PASS,
