Faction,UnitId,VoiceId,EventTag,Variant,TextRu,SoundWave,Priority,CooldownSeconds,Weight,Status,SourceLine
Soviet,SU_KorshunGunship,V_SU_KorshunGunship_Idle,Voice.Idle,01,В кабине пахнет топливом и победой.,SoundWave'/Game/Audio/VO/Soviet/SU_KorshunGunship/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,833
Soviet,SU_KorshunGunship,V_SU_KorshunGunship_Death,Voice.Death,01,Борт падает…,SoundWave'/Game/Audio/VO/Soviet/SU_KorshunGunship/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,834
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Selected,Voice.Selected,01,Громада в воздухе.,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,867
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Move,Voice.Move,01,Медленно. Неотвратимо.,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,868
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Attack,Voice.Attack,01,Открыть бомболюки.,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,869
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Ability,Voice.Ability,01,Полный газ. Двигатели на предел.,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,870
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Damaged,Voice.Damaged,01,"Обшивка горит, курс держим.",SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,871
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Elite,Voice.Elite,01,Города узнают нас по тени.,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,872
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Idle,Voice.Idle,01,Высота хорошая. Мир кажется тише.,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,873
Soviet,SU_GromadaAirship,V_SU_GromadaAirship_Death,Voice.Death,01,Балласт… уже не поможет…,SoundWave'/Game/Audio/VO/Soviet/SU_GromadaAirship/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,874
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Selected,Voice.Selected,01,Буран на воде.,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,907
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Move,Voice.Move,01,Режем волну.,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,908
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Attack,Voice.Attack,01,Цель по правому борту!,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,909
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Ability,Voice.Ability,01,Сеть в воду!,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,910
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Damaged,Voice.Damaged,01,Корпус принимает воду!,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,911
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Elite,Voice.Elite,01,Море запомнило наш след.,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,912
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Idle,Voice.Idle,01,Штиль — это просто пауза.,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,913
Soviet,SU_BuranPatrolBoat,V_SU_BuranPatrolBoat_Death,Voice.Death,01,Отсек затоплен…,SoundWave'/Game/Audio/VO/Soviet/SU_BuranPatrolBoat/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,914
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Selected,Voice.Selected,01,Морок слушает глубину.,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,947
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Move,Voice.Move,01,Погружаемся.,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,948
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Attack,Voice.Attack,01,Торпедный раствор открыт.,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,949
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Ability,Voice.Ability,01,Беззвучный ход.,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,950
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Damaged,Voice.Damaged,01,Прочный корпус деформирован!,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,951
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Elite,Voice.Elite,01,В море нас замечают слишком поздно.,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,952
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Idle,Voice.Idle,01,Наверху шумят. Здесь думают.,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,953
Soviet,SU_MorokSubmarine,V_SU_MorokSubmarine_Death,Voice.Death,01,Глубина… принимает…,SoundWave'/Game/Audio/VO/Soviet/SU_MorokSubmarine/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,954
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Selected,Voice.Selected,01,Святогор ждёт координаты.,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,987
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Move,Voice.Move,01,Крейсер меняет позицию.,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,988
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Attack,Voice.Attack,01,Ракетный залп.,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,989
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Ability,Voice.Ability,01,Заградительный огонь по сектору.,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,990
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Damaged,Voice.Damaged,01,Палуба пробита!,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,991
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Elite,Voice.Elite,01,"Берег заканчивается там, где начинаются наши ракеты.",SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,992
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Idle,Voice.Idle,01,Море большое. Дальность больше.,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,993
Soviet,SU_SvyatogorCruiser,V_SU_SvyatogorCruiser_Death,Voice.Death,01,Погреба… детонируют…,SoundWave'/Game/Audio/VO/Soviet/SU_SvyatogorCruiser/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,994
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Selected,Voice.Selected,01,Майор Морозова. Докладывайте.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1029
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Move,Voice.Move,01,Я буду на передовой.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1030
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Attack,Voice.Attack,01,Этот участок фронта закрываем сейчас.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1031
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Ability,Voice.Ability,01,Подавить их связь и движение.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1032
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Damaged,Voice.Damaged,01,Царапина. Приказ не меняется.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1033
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Elite,Voice.Elite,01,Сегодня фронт движется вместе со мной.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1034
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Idle,Voice.Idle,01,Генералы любят карты. Я предпочитаю местность.,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1035
Soviet,SU_Hero_Morozova,V_SU_Hero_Morozova_Death,Voice.Death,01,Продолжайте… наступление…,SoundWave'/Game/Audio/VO/Soviet/SU_Hero_Morozova/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1036
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Selected,Voice.Selected,01,Стрелок M6 «Sentinel» готов.,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1131
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Move,Voice.Move,01,Перехожу к точке.,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1132
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Attack,Voice.Attack,01,Контакт. Работаю.,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1133
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Ability,Voice.Ability,01,Светошумовая — пошла!,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1134
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Damaged,Voice.Damaged,01,"Под огнём, но в строю.",SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1135
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Elite,Voice.Elite,01,Теперь я задаю правила контакта.,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1136
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Idle,Voice.Idle,01,Название оптимистичное. Работа — нет.,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1137
Alliance,AL_SentinelRifleman,V_AL_SentinelRifleman_Death,Voice.Death,01,Сектор… не удержан…,SoundWave'/Game/Audio/VO/Alliance/AL_SentinelRifleman/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1138
Alliance,AL_LancerTeam,V_AL_LancerTeam_Selected,Voice.Selected,01,Лансер захватил канал.,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1171
Alliance,AL_LancerTeam,V_AL_LancerTeam_Move,Voice.Move,01,Нужна чистая линия.,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1172
Alliance,AL_LancerTeam,V_AL_LancerTeam_Attack,Voice.Attack,01,Цель подсвечена. Пуск.,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1173
Alliance,AL_LancerTeam,V_AL_LancerTeam_Ability,Voice.Ability,01,Держу метку. Бейте сейчас.,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1174
Alliance,AL_LancerTeam,V_AL_LancerTeam_Damaged,Voice.Damaged,01,Оптика повреждена!,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1175
Alliance,AL_LancerTeam,V_AL_LancerTeam_Elite,Voice.Elite,01,Я вижу слабое место раньше инженера.,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1176
Alliance,AL_LancerTeam,V_AL_LancerTeam_Idle,Voice.Idle,01,Ракета дорогая. Промах — ещё дороже.,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1177
Alliance,AL_LancerTeam,V_AL_LancerTeam_Death,Voice.Death,01,Метка… потеряна…,SoundWave'/Game/Audio/VO/Alliance/AL_LancerTeam/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1178
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Selected,Voice.Selected,01,Инженерная группа онлайн.,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1211
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Move,Voice.Move,01,Маршрут построен.,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1212
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Attack,Voice.Attack,01,У меня нет боевого пакета.,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1213
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Ability,Voice.Ability,01,Ремонтные дроны — в работу.,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1214
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Damaged,Voice.Damaged,01,Защита костюма нарушена!,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1215
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Elite,Voice.Elite,01,Поломка — это просто незавершённое решение.,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1216
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Idle,Voice.Idle,01,Проектировали без доступа к инструкции. Классика.,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1217
Alliance,AL_FieldEngineer,V_AL_FieldEngineer_Death,Voice.Death,01,Дроны… завершите ремонт…,SoundWave'/Game/Audio/VO/Alliance/AL_FieldEngineer/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1218
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Selected,Voice.Selected,01,Снайпер R-9 «Longwatch» наблюдает.,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1251
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Move,Voice.Move,01,Иду по мёртвой зоне.,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1252
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Attack,Voice.Attack,01,Один выстрел.,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1253
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Ability,Voice.Ability,01,Растворяюсь в фоне.,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1254
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Damaged,Voice.Damaged,01,Позиция раскрыта!,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1255
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Elite,Voice.Elite,01,Я уже видел их следующий шаг.,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1256
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Idle,Voice.Idle,01,Тишина — лучший камуфляж.,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1257
Alliance,AL_LongwatchSniper,V_AL_LongwatchSniper_Death,Voice.Death,01,Контакт… оборван…,SoundWave'/Game/Audio/VO/Alliance/AL_LongwatchSniper/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1258
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Selected,Voice.Selected,01,Медицинский канал открыт.,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1291
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Move,Voice.Move,01,Иду к раненым.,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1292
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Attack,Voice.Attack,01,"Я лечу, а не стреляю.",SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1293
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Ability,Voice.Ability,01,Стабилизация началась.,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1294
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Damaged,Voice.Damaged,01,Медику нужна помощь!,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1295
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Elite,Voice.Elite,01,Сегодня никто не остаётся на поле.,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1296
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Idle,Voice.Idle,01,Лучшее лечение — не попадать под огонь.,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1297
Alliance,AL_LifelineMedic,V_AL_LifelineMedic_Death,Voice.Death,01,Аптечка… рядом…,SoundWave'/Game/Audio/VO/Alliance/AL_LifelineMedic/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1298
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Selected,Voice.Selected,01,Криосистема стабильна.,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1331
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Move,Voice.Move,01,Температуру снижаем по пути.,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1332
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Attack,Voice.Attack,01,Охлаждаю цель.,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1333
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Ability,Voice.Ability,01,Полная заморозка.,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1334
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Damaged,Voice.Damaged,01,Контур хладагента пробит!,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1335
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Elite,Voice.Elite,01,Абсолютный ноль всё ещё недостижим. Но мы близко.,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1336
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Idle,Voice.Idle,01,Не облизывайте оборудование.,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1337
Alliance,AL_FrostlineSpecialist,V_AL_FrostlineSpecialist_Death,Voice.Death,01,Температура… растёт…,SoundWave'/Game/Audio/VO/Alliance/AL_FrostlineSpecialist/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1338
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Selected,Voice.Selected,01,Пайонир готов к маршруту.,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1371
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Move,Voice.Move,01,Оптимизирую путь.,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1372
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Attack,Voice.Attack,01,Боевой пакет отсутствует.,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1373
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Ability,Voice.Ability,01,Разворачиваю полевой узел.,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1374
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Damaged,Voice.Damaged,01,Грузовой модуль повреждён!,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1375
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Elite,Voice.Elite,01,"Я нахожу прибыль там, где другие видят камни.",SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1376
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Idle,Voice.Idle,01,Руда не редкая. Время — редкое.,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1377
Alliance,AL_PioneerHarvester,V_AL_PioneerHarvester_Death,Voice.Death,01,Маршрут… прерван…,SoundWave'/Game/Audio/VO/Alliance/AL_PioneerHarvester/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1378
Alliance,AL_KestrelScout,V_AL_KestrelScout_Selected,Voice.Selected,01,Кестрел в сети.,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1411
Alliance,AL_KestrelScout,V_AL_KestrelScout_Move,Voice.Move,01,Проложу короткий путь.,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1412
Alliance,AL_KestrelScout,V_AL_KestrelScout_Attack,Voice.Attack,01,Цель отмечена и атакована.,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1413
Alliance,AL_KestrelScout,V_AL_KestrelScout_Ability,Voice.Ability,01,Активный скан.,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1414
Alliance,AL_KestrelScout,V_AL_KestrelScout_Damaged,Voice.Damaged,01,Корпус не рассчитан на это!,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1415
Alliance,AL_KestrelScout,V_AL_KestrelScout_Elite,Voice.Elite,01,Я нахожу цели ещё до запроса.,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1416
Alliance,AL_KestrelScout,V_AL_KestrelScout_Idle,Voice.Idle,01,Стоять на месте — не моя специализация.,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1417
Alliance,AL_KestrelScout,V_AL_KestrelScout_Death,Voice.Death,01,Сигнал… потерян…,SoundWave'/Game/Audio/VO/Alliance/AL_KestrelScout/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1418
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Selected,Voice.Selected,01,Булварк готов прикрыть.,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1451
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Move,Voice.Move,01,Держим темп.,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1452
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Attack,Voice.Attack,01,Бронецель подтверждена.,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1453
